Concurso;Jogo;Mandante;Visitante;Data;1;X;2;Odds_1;Odds_X;Odds_2
1156;9;ATLETICO/MG;INTERNACIONAL/RS;Domingo;0;0;1;3,5;3;2,3
1156;10;CRICIUMA/SC;SAO PAULO/SP;Domingo;0;1;0;3;2,9;2,6
1156;11;REAL MADRID;BARCELONA;Domingo;0;0;1;1,9;4,2;3,5
1156;12;ARSENAL;LIVERPOOL;Domingo;0;1;0;2,55;3,25;2,87
1156;13;INTER DE MILAO;JUVENTUS;Domingo;0;1;0;1,75;3,5;5
1156;14;FIORENTINA;ROMA;Domingo;1;0;0;2,5;3,4;2,8
1155;1;CORINTHIANS/SP;FLAMENGO/RJ;Domingo;0;1;0;2,4;3,1;3,2
1155;2;VITORIA/BA;BRAGANTINO/SP;Domingo;1;0;0;2,25;3,2;3,5
1155;3;VILA NOVA/GO;CORITIBA/PR;Domingo;0;0;1;2,15;3;3,8
1155;4;INTERNACIONAL/RS;GREMIO/RS;Domingo;1;0;0;1,8;3,4;4,75
1155;5;ITUANO/SP;CEARA/CE;Domingo;0;0;1;3,25;3,1;2,3
1155;6;MIRASSOL/SP;NOVORIZONTINO/SP;Domingo;1;0;0;2,1;3,1;3,75
1155;7;ATHLETIC CLUB/MG;VOLTA REDONDA/RJ;Domingo;0;0;1;1,85;3,1;4,2
1155;8;VASCO DA GAMA/RJ;ATLETICO/MG;Domingo;0;1;0;2,7;3,1;2,75
1155;9;OPERARIO/PR;PAYSANDU/PA;Domingo;0;1;0;1,95;3,2;4,2
1155;10;LIVERPOOL;CHELSEA;Domingo;1;0;0;1,6;4,5;5
1155;11;PONTE PRETA/SP;GUARANI/SP;Domingo;0;0;1;2,35;3,3;3
1155;12;SPORT/PE;BOTAFOGO/SP;Domingo;1;0;0;1,48;4,1;7
1155;13;JUVENTUDE/RS;PALMEIRAS/SP;Domingo;0;0;1;5,75;3,8;1,6
1155;14;ROMA;INTER DE MILAO;Domingo;0;0;1;4,33;3,7;1,83
1154;1;SANTOS/SP;MIRASSOL/SP;Domingo;1;0;0;1,65;3,4;6,25
1154;2;CHIPRE;ROMENIA;Domingo;0;0;1;5,5;3,9;1,61
1154;3;POLONIA;PORTUGAL;Domingo;0;0;1;5;4;1,66
1154;4;ESPANHA;DINAMARCA;Domingo;1;0;0;1,48;4,1;7,5
1154;5;BIELORRUSSIA;IRLANDA DO NORTE;Domingo;0;1;0;4,75;3,2;1,85
1154;6;SERVIA/SER;SUICA;Domingo;1;0;0;2,9;3,1;2,62
1154;7;CEARA/CE;PONTE PRETA/SP;Domingo;1;0;0;1,42;4,1;8
1154;8;VOLTA REDONDA/RJ;ATHLETIC CLUB/MG;Domingo;1;0;0;2,25;3,3;2,9
1154;9;BOTAFOGO/SP;OPERARIO/PR;Domingo;0;1;0;2,37;2,8;3,5
1154;10;CORITIBA/PR;AMAZONAS/AM;Domingo;1;0;0;1,83;3,2;4,75
1154;11;GOIAS/GO;VILA NOVA/GO;Domingo;0;0;1;1,95;3,2;4,1
1154;12;FINLANDIA;INGLATERRA;Domingo;0;0;1;11;5;1,28
1154;13;AUSTRIA;NORUEGA;Domingo;1;0;0;2;3,5;3,5
1154;14;GRECIA;IRLANDA;Domingo;1;0;0;1,8;3,2;5,25
1153;1;BAHIA/BA;FLAMENGO/RJ;Domingo;0;0;1;2,35;3,3;3
1153;2;ATLETICO/MG;VITORIA/BA;Domingo;0;1;0;1,6;3,7;6,5
1153;3;ATHLETICO/PR;BOTAFOGO/RJ;Domingo;0;0;1;3,1;3,5;2,2
1153;4;BRAGANTINO/SP;PALMEIRAS/SP;Domingo;0;1;0;4,33;3,6;1,85
1153;5;ITUANO/SP;GUARANI/SP;Domingo;1;0;0;2,45;3;3
1153;6;PONTE PRETA/SP;BOTAFOGO/SP;Domingo;1;0;0;2,3;3;3,4
1153;7;BOTAFOGO/PB;REMO/PA;Domingo;1;0;0;2,7;3;2,7
1153;8;ATHLETIC CLUB/MG;LONDRINA/PR;Domingo;1;0;0;1,66;3,5;4,75
1153;9;FERROVIARIA/SP;YPIRANGA/RS;Domingo;1;0;0;1,72;3,3;5
1153;10;SAO BERNARDO/SP;VOLTA REDONDA/RJ;Domingo;0;0;1;2,7;2,75;2,87
1153;11;MIRASSOL/SP;VILA NOVA/GO;Domingo;1;0;0;1,9;3,1;4,5
1153;12;CORINTHIANS/SP;INTERNACIONAL/RS;Domingo;0;1;0;2,37;3;3,2
1153;13;CUIABA/MT;SAO PAULO/SP;Domingo;1;0;0;3,3;2,75;2,55
1153;14;VASCO DA GAMA/RJ;JUVENTUDE/RS;Domingo;0;1;0;1,72;3,6;5
1152;1;SAO PAULO/SP;CORINTHIANS/SP;Domingo;1;0;0;2,4;3,1;3,2
1152;2;SANTOS/SP;OPERARIO/PR;Domingo;1;0;0;1,48;3,8;8
1152;3;PALMEIRAS/SP;ATLETICO/MG;Domingo;1;0;0;1,55;4,1;6,25
1152;4;BOTAFOGO/RJ;GREMIO/RS;Domingo;0;1;0;1,66;4;4,75
1152;5;JUVENTUDE/RS;BRAGANTINO/SP;Domingo;0;1;0;2,55;3,1;3
1152;6;ATLETICO MADRID;REAL MADRID;Domingo;0;1;0;2,75;3,4;2,5
1152;7;FORTALEZA/CE;CUIABA/MT;Domingo;1;0;0;1,57;4;5,75
1152;8;ATLETICO/GO;FLUMINENSE/RJ;Domingo;1;0;0;3,1;3,2;2,4
1152;9;CRB/AL;AMERICA/MG;Domingo;1;0;0;2,75;3,1;2,62
1152;10;INTERNACIONAL/RS;VITORIA/BA;Domingo;1;0;0;1,45;4,33;7,5
1152;11;CRUZEIRO/MG;VASCO DA GAMA/RJ;Domingo;0;1;0;1,85;3,5;4,2
1152;12;BAHIA/BA;CRICIUMA/SC;Domingo;1;0;0;1,53;4,2;6
1152;13;MIRASSOL/SP;SPORT/PE;Domingo;0;1;0;2,25;2,9;3,6
1152;14;FLAMENGO/RJ;ATHLETICO/PR;Domingo;1;0;0;1,61;4;5
1151;1;FLUMINENSE/RJ;BOTAFOGO/RJ;Domingo;0;0;1;3,1;3,25;2,35
1151;2;VITORIA/BA;JUVENTUDE/RS;Domingo;1;0;0;1,9;3,5;4,1
1151;3;CORINTHIANS/SP;ATLETICO/GO;Domingo;1;0;0;1,61;3,7;6
1151;4;GOIAS/GO;MIRASSOL/SP;Domingo;0;0;1;2;3;4,33
1151;5;ITUANO/SP;CORITIBA/PR;Domingo;0;0;1;3;2,9;2,55
1151;6;FORTALEZA/CE;BAHIA/BA;Domingo;1;0;0;2,5;3,4;2,8
1151;7;ATLETICO/MG;BRAGANTINO/SP;Domingo;1;0;0;2,1;3,5;3,5
1151;8;VASCO DA GAMA/RJ;PALMEIRAS/SP;Domingo;0;0;1;4,33;3,7;1,8
1151;9;CHAPECOENSE/SC;AVAI/SC;Domingo;1;0;0;2,5;2,7;3,4
1151;10;GREMIO/RS;FLAMENGO/RJ;Domingo;1;0;0;1,85;3,5;4,1
1151;11;SAO PAULO/SP;INTERNACIONAL/RS;Domingo;0;0;1;2,55;3;3,1
1151;12;CUIABA/MT;CRUZEIRO/MG;Domingo;0;1;0;3;2,9;2,7
1151;13;CRICIUMA/SC;ATHLETICO/PR;Domingo;0;1;0;2,37;3,4;3
1151;14;CEARA/CE;VILA NOVA/GO;Domingo;1;0;0;1,61;3,6;6
1150;1;FLAMENGO/RJ;VASCO DA GAMA/RJ;Domingo;0;1;0;1,66;3,7;5,5
1150;2;ATLETICO/GO;VITORIA/BA;Domingo;0;0;1;2,05;3,3;3,9
1150;3;PAYSANDU/PA;GUARANI/SP;Domingo;1;0;0;2;3,1;4,2
1150;4;MIRASSOL/SP;AMAZONAS/AM;Domingo;0;1;0;1,72;3,2;6
1150;5;ATHLETICO/PR;FORTALEZA/CE;Domingo;0;1;0;2,15;3,5;3,3
1150;6;BOTAFOGO/RJ;CORINTHIANS/SP;Domingo;1;0;0;1,6;3,8;6
1150;7;PALMEIRAS/SP;CRICIUMA/SC;Domingo;1;0;0;1,3;5;10
1150;8;BRAGANTINO/SP;GREMIO/RS;Domingo;0;1;0;2,15;3,6;3,25
1150;9;JUVENTUDE/RS;FLUMINENSE/RJ;Domingo;1;0;0;2,8;3,4;2,5
1150;10;OPERARIO/PR;CORITIBA/PR;Domingo;1;0;0;2,6;2,8;3,1
1150;11;CRUZEIRO/MG;SAO PAULO/SP;Domingo;0;0;1;1,9;3,1;4,75
1150;12;BAHIA/BA;ATLETICO/MG;Domingo;1;0;0;1,85;3,6;4,2
1150;13;SANTOS/SP;AMERICA/MG;Domingo;1;0;0;1,66;3,5;5,75
1150;14;CHAPECOENSE/SC;CEARA/CE;Domingo;1;0;0;3,25;3;2,37
1149;1;BRUSQUE/SC;SANTOS/SP;Domingo;0;0;1;4,75;3,5;1,75
1149;2;ITUANO/SP;MIRASSOL/SP;Domingo;1;0;0;3,4;3,1;2,2
1149;3;ATHLETIC CLUB/MG;YPIRANGA/RS;Domingo;0;1;0;1,42;4;7
1149;4;AVAI/SC;SPORT/PE;Domingo;0;0;1;2,3;3,1;3,25
1149;5;FERROVIARIA/SP;LONDRINA/PR;Domingo;1;0;0;1,8;3,1;4,33
1149;6;BOCA JUNIORS;TALLERES;Domingo;0;1;0;2,7;3;2,8
1149;7;DINAMARCA;SERVIA/SER;Domingo;1;0;0;1,72;3,6;5
1149;8;PORTUGAL;ESCOCIA/SCT;Domingo;1;0;0;1,22;6;15
1149;9;SUICA;ESPANHA;Domingo;0;0;1;5;3,75;1,7
1149;10;CROACIA;POLONIA;Domingo;1;0;0;1,7;3,75;5
1149;11;CEARA/CE;OPERARIO/PR;Domingo;1;0;0;1,66;3,5;5,5
1149;12;AMERICA/MG;GUARANI/SP;Domingo;1;0;0;1,65;3,7;5,25
1149;13;CORITIBA/PR;NOVORIZONTINO/SP;Domingo;0;1;0;2;3;4,33
1149;14;BOTAFOGO/PB;VOLTA REDONDA/RJ;Domingo;0;1;0;1,95;3,3;3,5
1148;1;CORINTHIANS/SP;FLAMENGO/RJ;Domingo;1;0;0;2,9;3,1;2,55
1148;2;CRB/AL;AVAI/SC;Domingo;0;0;1;2,45;2,7;3,6
1148;3;CUIABA/MT;CRICIUMA/SC;Domingo;1;0;0;2,2;3,2;3,6
1148;4;BOTAFOGO/RJ;FORTALEZA/CE;Domingo;1;0;0;1,7;3,7;5
1148;5;CRUZEIRO/MG;ATLETICO/GO;Domingo;1;0;0;1,57;4;6
1148;6;MANCHESTER UNITED;LIVERPOOL;Domingo;0;0;1;3,75;4,2;1,83
1148;7;JUVENTUS;ROMA;Domingo;0;1;0;1,75;3,6;5
1148;8;ATHLETICO/PR;PALMEIRAS/SP;Domingo;0;0;1;3;3,25;2,37
1148;9;GREMIO/RS;ATLETICO/MG;Domingo;0;0;1;2,2;3,1;3,6
1148;10;AMAZONAS/AM;CEARA/CE;Domingo;0;1;0;2,6;2,9;3
1148;11;FLUMINENSE/RJ;SAO PAULO/SP;Domingo;1;0;0;2,4;3;3,25
1148;12;JUVENTUDE/RS;INTERNACIONAL/RS;Domingo;0;0;1;3,2;3,25;2,3
1148;13;BRAGANTINO/SP;BAHIA/BA;Domingo;1;0;0;2,25;3,4;3,2
1148;14;VITORIA/BA;VASCO DA GAMA/RJ;Domingo;0;0;1;2,35;3,2;3,2
1147;1;SAO PAULO/SP;ATLETICO/MG;Domingo;0;0;1;2;3,25;4
1147;2;BRUSQUE/SC;SPORT/PE;Domingo;1;0;0;3,4;3;2,3
1147;3;CORITIBA/PR;AVAI/SC;Domingo;1;0;0;1,9;3,1;4,5
1147;4;ATHLETIC BILBAO;VALENCIA CLUB;Domingo;1;0;0;1,61;3,9;5,75
1147;5;NOTTINGHAM FOREST;NEW CASTLE;Domingo;0;1;0;3,1;3,6;2,2
1147;6;ATLETICO MADRID;ESPANYOL;Domingo;0;1;0;1,3;5,25;11
1147;7;REAL SOCIEDAD;DEPORTIVO ALAVES;Domingo;0;0;1;1,7;3,5;5,75
1147;8;CRICIUMA/SC;BRAGANTINO/SP;Domingo;1;0;0;2,37;3,3;3
1147;9;CRUZEIRO/MG;INTERNACIONAL/RS;Domingo;0;1;0;2;3,3;3,9
1147;10;BAHIA/BA;FLAMENGO/RJ;Domingo;0;0;1;2,6;3,1;2,9
1147;11;GIRONA;OSASUNA;Domingo;1;0;0;1,7;4;4,33
1147;12;LAS PALMAS;REAL MADRID;Domingo;0;1;0;8;5;1,38
1147;13;JUVENTUDE/RS;CORINTHIANS/SP;Domingo;1;0;0;2,62;2,8;3,2
1147;14;VASCO DA GAMA/RJ;ATHLETICO/PR;Domingo;1;0;0;2,25;3,4;3,2
1146;1;FORTALEZA/CE;CORINTHIANS/SP;Domingo;1;0;0;1,72;3,5;5,5
1146;2;ATLETICO/GO;JUVENTUDE/RS;Domingo;1;0;0;1,8;3,4;4,75
1146;3;SANTOS/SP;AMAZONAS/AM;Domingo;0;1;0;1,44;4,2;7,5
1146;4;ITUANO/SP;GOIAS/GO;Domingo;1;0;0;3,4;2,87;2,35
1146;5;PALMEIRAS/SP;CUIABA/MT;Domingo;1;0;0;1,45;4,1;8
1146;6;ATLETICO/MG;FLUMINENSE/RJ;Domingo;0;0;1;1,95;3,2;4,5
1146;7;BAHIA/BA;BOTAFOGO/RJ;Domingo;0;1;0;2,35;3,3;3,1
1146;8;CRICIUMA/SC;GREMIO/RS;Domingo;0;0;1;2,55;3,25;2,87
1146;9;BOTAFOGO/SP;GUARANI/SP;Domingo;1;0;0;3;3;3
1146;10;SAO PAULO/SP;VITORIA/BA;Domingo;1;0;0;1,57;3,8;6,5
1146;11;CHAPECOENSE/SC;CRB/AL;Domingo;0;1;0;2,35;2,87;3,5
1146;12;VILA NOVA/GO;AMERICA/MG;Domingo;1;0;0;2,5;3;3,1
1146;13;INTERNACIONAL/RS;CRUZEIRO/MG;Domingo;1;0;0;2,1;3,25;3,75
1146;14;FLAMENGO/RJ;BRAGANTINO/SP;Domingo;1;0;0;1,66;3,7;5,5
1145;1;PALMEIRAS/SP;BOTAFOGO/RJ;Domingo;0;1;0;1,83;3,4;4,75
1145;2;FLUMINENSE/RJ;GREMIO/RS;Domingo;1;0;0;2,1;3,1;4,1
1145;3;AMAZONAS/AM;PONTE PRETA/SP;Domingo;1;0;0;1,85;3,4;4,33
1145;4;ATLETICO/MG;SAN LORENZO;Domingo;1;0;0;1,5;4;7
1145;5;CORINTHIANS/SP;BRAGANTINO/SP;Domingo;0;0;1;2,4;3,2;3,1
1145;6;OPERARIO/PR;VILA NOVA/GO;Domingo;0;0;1;2;2,9;4,5
1145;7;GUARANI/SP;SANTOS/SP;Domingo;0;1;0;3,6;3,1;2,15
1145;8;FORTALEZA/CE;ROSARIO CENTRAL;Domingo;1;0;0;1,66;3,5;5,75
1145;9;CRB/AL;CEARA/CE;Domingo;0;0;1;2,3;3,1;3,3
1145;10;RIVER PLATE;TALLERES;Domingo;1;0;0;1,57;3,8;6,5
1145;11;SAO PAULO/SP;NACIONAL;Domingo;1;0;0;1,61;3,6;6,25
1145;12;BELGRANO;ATHLETICO/PR;Domingo;0;0;1;2,62;3,3;2,7
1145;13;BOLIVAR;FLAMENGO/RJ;Domingo;1;0;0;1,9;3,8;3,9
1145;14;CRUZEIRO/MG;BOCA JUNIORS;Domingo;1;0;0;2;3,3;4
1144;1;BOTAFOGO/RJ;FLAMENGO/RJ;Domingo;1;0;0;2,45;3,2;3
1144;2;ATLETICO/MG;CUIABA/MT;Domingo;0;1;0;1,66;3,5;6,25
1144;3;SANTOS/SP;AVAI/SC;Domingo;0;0;1;1,55;3,6;7
1144;4;CEARA/CE;MIRASSOL/SP;Domingo;0;0;1;1,95;3,4;3,75
1144;5;GREMIO/RS;BAHIA/BA;Domingo;0;0;1;2,55;3,1;3
1144;6;BRAGANTINO/SP;FORTALEZA/CE;Domingo;0;0;1;2,15;3,3;3,6
1144;7;FLUMINENSE/RJ;CORINTHIANS/SP;Domingo;0;1;0;2,45;2,9;3,3
1144;8;CHELSEA;MANCHESTER CITY;Domingo;0;0;1;3,9;3,8;1,85
1144;9;ATHLETICO/PR;JUVENTUDE/RS;Domingo;0;0;1;1,57;4,1;5,75
1144;10;ATLETICO/GO;INTERNACIONAL/RS;Domingo;1;0;0;3,2;3,1;2,4
1144;11;CRICIUMA/SC;VASCO DA GAMA/RJ;Domingo;0;1;0;2,25;3,25;3,3
1144;12;PALMEIRAS/SP;SAO PAULO/SP;Domingo;1;0;0;1,9;3,3;4,33
1144;13;BRUSQUE/SC;CORITIBA/PR;Domingo;0;0;1;3;2,9;2,6
1144;14;BOTAFOGO/SP;PAYSANDU/PA;Domingo;0;1;0;2,5;2,87;3,2
1143;1;BOTAFOGO/RJ;PALMEIRAS/SP;Domingo;1;0;0;2,45;3,25;3
1143;2;GREMIO/RS;FLUMINENSE/RJ;Domingo;1;0;0;2,1;2,87;4
1143;3;COLO COLO;JR BARRANQUILLA;Domingo;1;0;0;1,8;3,3;5
1143;4;SAN LORENZO;ATLETICO/MG;Domingo;0;1;0;3;3,1;2,5
1143;5;BRAGANTINO/SP;CORINTHIANS/SP;Domingo;0;0;1;2,25;3,1;3,5
1143;6;REAL MADRID;ATALANTA BERGAMAS;Domingo;1;0;0;1,53;4,75;5,25
1143;7;ROSARIO CENTRAL;FORTALEZA/CE;Domingo;0;1;0;2,6;3;3
1143;8;INTERNACIONAL/RS;JUVENTUDE/RS;Domingo;1;0;0;1,66;4;5
1143;9;TALLERES;RIVER PLATE;Domingo;0;0;1;3,2;3;2,45
1143;10;NACIONAL;SAO PAULO/SP;Domingo;0;1;0;3;3,1;2,55
1143;11;ATHLETICO/PR;BELGRANO;Domingo;1;0;0;1,48;4;6,5
1143;12;OPERARIO/PR;ITUANO/SP;Domingo;0;0;1;1,6;3,6;5,75
1143;13;FLAMENGO/RJ;BOLIVAR;Domingo;1;0;0;1,11;8,5;21
1143;14;BOCA JUNIORS;CRUZEIRO/MG;Domingo;1;0;0;2,05;3,4;3,4
1142;1;VASCO DA GAMA/RJ;FLUMINENSE/RJ;Domingo;1;0;0;2,87;3,1;2,55
1142;2;FORTALEZA/CE;CRICIUMA/SC;Domingo;1;0;0;1,66;3,6;6
1142;3;ITUANO/SP;CHAPECOENSE/SC;Domingo;1;0;0;2,7;3;2,75
1142;4;CUIABA/MT;GREMIO/RS;Domingo;0;0;1;2,1;3,1;3,75
1142;5;CORINTHIANS/SP;BRAGANTINO/SP;Domingo;0;1;0;2,2;3,1;3,75
1142;6;CRUZEIRO/MG;ATLETICO/MG;Domingo;0;1;0;2,3;3;3,5
1142;7;LIVERPOOL;SEVILLA;Domingo;1;0;0;1,45;4,75;5,75
1142;8;CHELSEA;INTER DE MILAO;Domingo;0;1;0;2,15;3,6;2,85
1142;9;JUVENTUDE/RS;BOTAFOGO/RJ;Domingo;1;0;0;3,4;3,25;2,2
1142;10;BAHIA/BA;VITORIA/BA;Domingo;1;0;0;1,65;3,8;5,5
1142;11;FLAMENGO/RJ;PALMEIRAS/SP;Domingo;0;1;0;1,9;3,3;4,33
1142;12;SAO PAULO/SP;ATLETICO/GO;Domingo;1;0;0;1,57;3,8;6,5
1142;13;CORITIBA/PR;PONTE PRETA/SP;Domingo;0;1;0;1,7;3,5;5,25
1142;14;INTERNACIONAL/RS;ATHLETICO/PR;Domingo;0;1;0;1,9;3,25;4,5
1141;1;GREMIO/RS;CORINTHIANS/SP;Domingo;0;1;0;2,05;3,2;3,6
1141;2;CEARA/CE;GUARANI/SP;Domingo;1;0;0;1,57;3,5;7
1141;3;VASCO DA GAMA/RJ;ATLETICO/GO;Domingo;1;0;0;1,83;3,4;4,5
1141;4;DEPORTIVO ALAVES;HUESCA;Domingo;0;1;0;1,91;3,1;4,25
1141;5;ARSENAL;BAYER LEVERKUSEN;Domingo;1;0;0;1,83;3,75;3,5
1141;6;ASTON VILLA;ATHLETIC BILBAO;Domingo;1;0;0;1,95;3,8;3,1
1141;7;SOUTHAMPTON;LAZIO;Domingo;0;1;0;2,3;3,4;2,75
1141;8;ATLETICO/MG;CRB/AL;Domingo;1;0;0;1,27;5,5;9,5
1141;9;BAHIA/BA;BOTAFOGO/RJ;Domingo;1;0;0;2,1;3,1;3,4
1141;10;BRAGANTINO/SP;ATHLETICO/PR;Domingo;0;0;1;1,95;3,3;3,9
1141;11;YPIRANGA/RS;CAXIAS/RS;Domingo;1;0;0;1,8;3,25;4,65
1141;12;PALMEIRAS/SP;FLAMENGO/RJ;Domingo;1;0;0;2,1;3,5;3,3
1141;13;FLUMINENSE/RJ;JUVENTUDE/RS;Domingo;0;1;0;1,45;4,33;6,5
1141;14;GOIAS/GO;SAO PAULO/SP;Domingo;0;1;0;3,3;3,4;2
1140;1;SAO PAULO/SP;FLAMENGO/RJ;Domingo;1;0;0;2,2;3,1;2,7
1140;2;VITORIA/BA;CUIABA/MT;Domingo;1;0;0;2,7;3;2,9
1140;3;BOTAFOGO/SP;CORITIBA/PR;Domingo;1;0;0;2,75;3,2;2,55
1140;4;VASCO DA GAMA/RJ;BRAGANTINO/SP;Domingo;0;1;0;2,2;3,3;3,4
1140;5;ATLETICO/GO;BOTAFOGO/RJ;Domingo;0;0;1;2,87;3,2;2,55
1140;6;CRICIUMA/SC;ATLETICO/MG;Domingo;1;0;0;3,1;3,25;2,3
1140;7;AMAZONAS/AM;ITUANO/SP;Domingo;1;0;0;1,6;3,6;6,25
1140;8;ATHLETICO/PR;GREMIO/RS;Domingo;0;0;1;1,72;3,8;4,5
1140;9;CORINTHIANS/SP;JUVENTUDE/RS;Domingo;0;1;0;1,7;3,5;5
1140;10;FLUMINENSE/RJ;BAHIA/BA;Domingo;1;0;0;1,95;3,5;3,9
1140;11;PONTE PRETA/SP;AVAI/SC;Domingo;1;0;0;2,15;3;3,7
1140;12;INTERNACIONAL/RS;PALMEIRAS/SP;Domingo;0;1;0;2,35;3,4;3
1140;13;NOVORIZONTINO/SP;GOIAS/GO;Domingo;1;0;0;2,1;3,1;3,8
1140;14;OPERARIO/PR;CRB/AL;Domingo;1;0;0;2;2,9;4,5
1139;1;FLAMENGO/RJ;PALMEIRAS/SP;Domingo;1;0;0;1,95;3,3;4
1139;2;SAO PAULO/SP;GOIAS/GO;Domingo;1;0;0;1,42;4,2;8,5
1139;3;DESPORTIVA/ES;RIO BRANCO/ES;Domingo;1;0;0;2,15;3,3;3,1
1139;4;AVAI/SC;BOTAFOGO/SP;Domingo;0;1;0;1,66;3,2;6,25
1139;5;BOTAFOGO/RJ;BAHIA/BA;Domingo;0;1;0;1,85;3,2;4,75
1139;6;ATHLETICO/PR;BRAGANTINO/SP;Domingo;1;0;0;1,9;3,3;4,33
1139;7;CRB/AL;ATLETICO/MG;Domingo;0;1;0;4,1;3,4;1,9
1139;8;CAXIAS/RS;CONFIANCA/SE;Domingo;1;0;0;2,02;3,3;3,5
1139;9;NAUTICO/PE;YPIRANGA/RS;Domingo;0;0;1;1,93;3,3;3,9
1139;10;REAL NOROESTE/ES;LINHARES/ES;Domingo;1;0;0;3,75;5;1,88
1139;11;BOCA JUNIORS;BANFIELD;Domingo;1;0;0;1,65;3,6;5,75
1139;12;ATLETICO/GO;VASCO DA GAMA/RJ;Domingo;0;1;0;2,3;3,4;3
1139;13;CORINTHIANS/SP;GREMIO/RS;Domingo;0;1;0;2,05;3,2;3,9
1139;14;JUVENTUDE/RS;FLUMINENSE/RJ;Domingo;1;0;0;2,8;2,87;2,8
1138;1;BOTAFOGO/RJ;CRUZEIRO/MG;Domingo;0;0;1;1,95;3,3;4,1
1138;2;CORITIBA/PR;CHAPECOENSE/SC;Domingo;1;0;0;1,65;3,4;6,25
1138;3;MIRASSOL/SP;OPERARIO/PR;Domingo;1;0;0;1,9;3;4,75
1138;4;SPORT/PE;PONTE PRETA/SP;Domingo;1;0;0;1,72;3,3;5,75
1138;5;PALMEIRAS/SP;VITORIA/BA;Domingo;0;0;1;1,4;4,5;8
1138;6;JUVENTUDE/RS;CRICIUMA/SC;Domingo;0;0;1;2,25;3,2;3,4
1138;7;FORTALEZA/CE;SAO PAULO/SP;Domingo;1;0;0;2,3;3,1;3,4
1138;8;BRAGANTINO/SP;FLUMINENSE/RJ;Domingo;0;0;1;2,15;3,3;3,6
1138;9;FLAMENGO/RJ;ATLETICO/GO;Domingo;1;0;0;1,33;4,75;10
1138;10;GUARANI/SP;BRUSQUE/SC;Domingo;1;0;0;2,1;3,2;3,5
1138;11;AMERICA/MG;CEARA/CE;Domingo;0;1;0;1,75;3,6;4,33
1138;12;CRB/AL;SANTOS/SP;Domingo;0;1;0;3;3,1;2,4
1138;13;ATLETICO/MG;CORINTHIANS/SP;Domingo;1;0;0;1,66;3,5;5,5
1138;14;CUIABA/MT;ATHLETICO/PR;Domingo;0;0;1;2,7;3,1;2,8
1137;1;FLUMINENSE/RJ;PALMEIRAS/SP;Domingo;1;0;0;3,8;3,3;2,05
1137;2;OPERARIO/PR;NOVORIZONTINO/SP;Domingo;0;1;0;2,15;2,9;4
1137;3;MIRASSOL/SP;AVAI/SC;Domingo;0;1;0;1,75;3,2;5,5
1137;4;INTERNACIONAL/RS;ROSARIO CENTRAL;Domingo;0;1;0;1,5;3,9;7,5
1137;5;PONTE PRETA/SP;VILA NOVA/GO;Domingo;1;0;0;2,35;2,9;3,4
1137;6;CRICIUMA/SC;FORTALEZA/CE;Domingo;0;1;0;2,5;3,4;2,8
1137;7;CRUZEIRO/MG;JUVENTUDE/RS;Domingo;1;0;0;1,53;3,9;7
1137;8;SAO PAULO/SP;BOTAFOGO/RJ;Domingo;0;1;0;2,2;3,3;3,4
1137;9;VITORIA/BA;FLAMENGO/RJ;Domingo;0;0;1;4,33;3,5;1,85
1137;10;BRAGANTINO/SP;BARCELONA;Domingo;1;0;0;1,57;4,1;5,75
1137;11;ATLETICO/GO;BAHIA/BA;Domingo;0;1;0;2,75;3,25;2,62
1137;12;CUIABA/MT;PALESTINO;Domingo;0;0;1;1,65;3,6;6
1137;13;CORINTHIANS/SP;GREMIO/RS;Domingo;0;1;0;1,95;3,5;3,8
1137;14;ATHLETICO/PR;CERRO PORTENO;Domingo;1;0;0;1,57;3,8;6
1136;1;PALMEIRAS/SP;CRUZEIRO/MG;Domingo;1;0;0;1,61;3,7;6
1136;2;FLAMENGO/RJ;CRICIUMA/SC;Domingo;1;0;0;1,45;4,5;7
1136;3;CRB/AL;ITUANO/SP;Domingo;1;0;0;1,42;4,33;9
1136;4;PAYSANDU/PA;PONTE PRETA/SP;Domingo;1;0;0;1,9;3,1;4,75
1136;5;BOTAFOGO/RJ;INTERNACIONAL/RS;Domingo;1;0;0;1,75;3,6;5
1136;6;GREMIO/RS;VITORIA/BA;Domingo;1;0;0;1,8;3,5;4,75
1136;7;ATLETICO/MG;VASCO DA GAMA/RJ;Domingo;1;0;0;1,8;3,5;4,5
1136;8;BAHIA/BA;CORINTHIANS/SP;Domingo;0;0;1;1,66;3,75;5,25
1136;9;GUARANI/SP;GOIAS/GO;Domingo;0;0;1;2,87;3;2,62
1136;10;FORTALEZA/CE;ATLETICO/GO;Domingo;1;0;0;1,66;3,6;5,5
1136;11;JUVENTUDE/RS;SAO PAULO/SP;Domingo;0;1;0;4,1;3,4;1,95
1136;12;BRAGANTINO/SP;ATHLETICO/PR;Domingo;1;0;0;2,1;3,3;3,6
1136;13;BOTAFOGO/SP;BRUSQUE/SC;Domingo;0;1;0;2;2,9;4,5
1136;14;CUIABA/MT;FLUMINENSE/RJ;Domingo;0;0;1;2,45;3,2;3
1135;1;BOTAFOGO/RJ;PALMEIRAS/SP;Domingo;1;0;0;2,7;3,2;2,7
1135;2;JUVENTUDE/RS;ATLETICO/MG;Domingo;0;1;0;4,2;3,25;1,95
