Concurso;Jogo;Mandante;Visitante;Data;1;X;2;p(1);p(x);p(2);p(top1);p(top2);p(top3);top1;top2;top3;pred_top1;pred_top2;pred_top3;hit_rank;p_top1;p_top2;p_top3
818;1;VASCO DA GAMA/RJ;FLAMENGO/RJ;Sábado;0;1;0;0,178861789;0,284552846;0,536585366;0,536585366;0,284552846;0,178861789;0;1;0;2;X;1;2;0.536585;0.284553;0.178862
818;2;SANTOS/SP;SAO PAULO/SP;Domingo;0;1;0;0,392156863;0,31372549;0,294117647;0,392156863;0,31372549;0,294117647;0;1;0;1;X;2;2;0.392157;0.313725;0.294118
818;3;CRUZEIRO/MG;ATLETICO/MG;Domingo;0;1;0;0,334298119;0,283646889;0,382054993;0,382054993;0,334298119;0,283646889;0;0;1;2;1;X;3;0.382055;0.334298;0.283647
818;4;CRICIUMA/SC;AVAI/SC;Sábado;1;0;0;0,324459235;0,313643927;0,361896839;0,361896839;0,324459235;0,313643927;0;1;0;2;1;X;2;0.361897;0.324459;0.313644
818;5;GOIAS/GO;ATLETICO/GO;Sábado;1;0;0;0,465393795;0,286396181;0,248210024;0,465393795;0,286396181;0,248210024;1;0;0;1;X;2;1;0.465394;0.286396;0.248210
818;6;BOA ESPORTE/MG;PAYSANDU/PA;Sábado;0;1;0;0,416047548;0,334323923;0,249628529;0,416047548;0,334323923;0,249628529;0;1;0;1;X;2;2;0.416048;0.334324;0.249629
818;7;BRASIL/RS;CRB/AL;Sábado;1;0;0;0,405904059;0,311193112;0,282902829;0,405904059;0,311193112;0,282902829;1;0;0;1;X;2;1;0.405904;0.311193;0.282903
818;8;OESTE/SP;PONTE PRETA/SP;Sábado;0;1;0;0,336065574;0,327868852;0,336065574;0,336065574;0,336065574;0,327868852;0;0;1;1;2;X;3;0.336066;0.336066;0.327869
818;9;CEARA/CE;VITORIA/BA;Sábado;1;0;0;0,494214121;0,288925179;0,2168607;0,494214121;0,288925179;0,2168607;1;0;0;1;X;2;1;0.494214;0.288925;0.216861
818;10;BOTAFOGO/RJ;AMERICA/MG;Domingo;1;0;0;0,551808706;0,260576334;0,18761496;0,551808706;0,260576334;0,18761496;1;0;0;1;X;2;1;0.551809;0.260576;0.187615
818;11;BAHIA/BA;PALMEIRAS/SP;Domingo;0;1;0;0,312532545;0,312428402;0,375039054;0,375039054;0,312532545;0,312428402;0;0;1;2;1;X;3;0.375039;0.312533;0.312428
818;12;CORINTHIANS/SP;SPORT/PE;Domingo;1;0;0;0,568086884;0,275689223;0,156223893;0,568086884;0,275689223;0,156223893;1;0;0;1;X;2;1;0.568087;0.275689;0.156224
818;13;GREMIO/RS;PARANA/PR;Sábado;1;0;0;0,651526433;0,223380491;0,125093075;0,651526433;0,223380491;0,125093075;1;0;0;1;X;2;1;0.651526;0.223380;0.125093
818;14;ATHLETICO/PR;FLUMINENSE/RJ;Domingo;1;0;0;0,515514775;0,285876375;0,19860885;0,515514775;0,285876375;0,19860885;1;0;0;1;X;2;1;0.515515;0.285876;0.198609
819;1;CRUZEIRO/MG;SANTOS/SP;Domingo;1;0;0;0,378818737;0,305498982;0,315682281;0,378818737;0,315682281;0,305498982;1;0;0;1;2;X;1;0.378819;0.315682;0.305499
819;2;ATHLETICO/PR;PARANA/PR;Domingo;1;0;0;0,56265071;0,259444494;0,177904796;0,56265071;0,259444494;0,177904796;1;0;0;1;X;2;1;0.562651;0.259444;0.177905
819;3;FLAMENGO/RJ;ATLETICO/MG;Domingo;1;0;0;0,52238806;0,268656716;0,208955224;0,52238806;0,268656716;0,208955224;1;0;0;1;X;2;1;0.522388;0.268657;0.208955
819;4;CORINTHIANS/SP;INTERNACIONAL/RS;Domingo;0;1;0;0,371326025;0,314284607;0,314389368;0,371326025;0,314389368;0,314284607;0;0;1;1;2;X;3;0.371326;0.314389;0.314285
819;5;SAO PAULO/SP;AMERICA/MG;Sábado;0;1;0;0,649350649;0,233766234;0,116883117;0,649350649;0,233766234;0,116883117;0;1;0;1;X;2;2;0.649351;0.233766;0.116883
819;6;BRASIL/RS;OESTE/SP;Sábado;0;0;1;0,446943483;0,302768166;0,250288351;0,446943483;0,302768166;0,250288351;0;0;1;1;X;2;3;0.446943;0.302768;0.250288
819;7;PAYSANDU/PA;CRICIUMA/SC;Sábado;0;1;0;0,466918715;0,287334594;0,245746692;0,466918715;0,287334594;0,245746692;0;1;0;1;X;2;2;0.466919;0.287335;0.245747
819;8;GUARANI/SP;CSA/AL;Sábado;1;0;0;0,538606403;0,290018832;0,171374765;0,538606403;0,290018832;0,171374765;1;0;0;1;X;2;1;0.538606;0.290019;0.171375
819;9;AVAI/SC;SAMPAIO CORREA/MA;Sábado;1;0;0;0,608431117;0,258583225;0,132985658;0,608431117;0,258583225;0,132985658;1;0;0;1;X;2;1;0.608431;0.258583;0.132986
819;10;GREMIO/RS;CEARA/CE;Domingo;1;0;0;0,692840647;0,230369515;0,076789838;0,692840647;0,230369515;0,076789838;1;0;0;1;X;2;1;0.692841;0.230370;0.076790
819;11;SPORT/PE;PALMEIRAS/SP;Domingo;0;0;1;0,260177269;0,302141344;0,437681387;0,437681387;0,302141344;0,260177269;1;0;0;2;X;1;1;0.437681;0.302141;0.260177
819;12;VITORIA/BA;BOTAFOGO/RJ;Domingo;0;0;1;0,450928382;0,278514589;0,270557029;0,450928382;0,278514589;0,270557029;0;0;1;1;X;2;3;0.450928;0.278515;0.270557
819;13;CHAPECOENSE/SC;FLUMINENSE/RJ;Segunda-feira;0;0;1;0,485502549;0,295853116;0,218644335;0,485502549;0,295853116;0,218644335;0;0;1;1;X;2;3;0.485503;0.295853;0.218644
819;14;VASCO DA GAMA/RJ;BAHIA/BA;Segunda-feira;1;0;0;0,461240887;0,303526261;0,235232852;0,461240887;0,303526261;0,235232852;1;0;0;1;X;2;1;0.461241;0.303526;0.235233
820;1;PALMEIRAS/SP;CRUZEIRO/MG;Domingo;1;0;0;0,596072038;0,259953639;0,143974323;0,596072038;0,259953639;0,143974323;1;0;0;1;X;2;1;0.596072;0.259954;0.143974
820;2;ATLETICO/MG;SPORT/PE;Domingo;1;0;0;0,707714084;0,198159943;0,094125973;0,707714084;0,198159943;0,094125973;1;0;0;1;X;2;1;0.707714;0.198160;0.094126
820;3;BOTAFOGO/RJ;SAO PAULO/SP;Domingo;0;1;0;0,321709026;0,310985392;0,367305581;0,367305581;0,321709026;0,310985392;0;0;1;2;1;X;3;0.367306;0.321709;0.310985
820;4;CRB/AL;CSA/AL;Sábado;0;1;0;0,360673592;0,31258378;0,326742627;0,360673592;0,326742627;0,31258378;0;0;1;1;2;X;3;0.360674;0.326743;0.312584
820;5;CORITIBA/PR;AVAI/SC;Sábado;1;0;0;0,378818737;0,315682281;0,305498982;0,378818737;0,315682281;0,305498982;1;0;0;1;X;2;1;0.378819;0.315682;0.305499
820;6;FIGUEIRENSE/SC;ATLETICO/GO;Sábado;0;1;0;0,417461114;0,293527346;0,28901154;0,417461114;0,293527346;0,28901154;0;1;0;1;X;2;2;0.417461;0.293527;0.289012
820;7;OESTE/SP;SAMPAIO CORREA/MA;Sábado;0;1;0;0,470588235;0,294117647;0,235294118;0,470588235;0,294117647;0,235294118;0;1;0;1;X;2;2;0.470588;0.294118;0.235294
820;8;BOA ESPORTE/MG;CRICIUMA/SC;Sábado;0;0;1;0,437828371;0,312317572;0,249854057;0,437828371;0,312317572;0,249854057;0;0;1;1;X;2;3;0.437828;0.312318;0.249854
820;9;FLUMINENSE/RJ;GREMIO/RS;Sábado;0;0;1;0,375039054;0,312428402;0,312532545;0,375039054;0,312532545;0,312428402;0;1;0;1;2;X;2;0.375039;0.312533;0.312428
820;10;AMERICA/MG;CORINTHIANS/SP;Sábado;0;1;0;0,417910448;0,313432836;0,268656716;0,417910448;0,313432836;0,268656716;0;1;0;1;X;2;2;0.417910;0.313433;0.268657
820;11;BAHIA/BA;FLAMENGO/RJ;Sábado;0;1;0;0,324459235;0,313643927;0,361896839;0,361896839;0,324459235;0,313643927;0;0;1;2;1;X;3;0.361897;0.324459;0.313644
820;12;INTERNACIONAL/RS;VITORIA/BA;Domingo;1;0;0;0,689613434;0,216599139;0,093787427;0,689613434;0,216599139;0,093787427;1;0;0;1;X;2;1;0.689613;0.216599;0.093787
820;13;SANTOS/SP;ATHLETICO/PR;Domingo;1;0;0;0,481137233;0,284308365;0,234554401;0,481137233;0,284308365;0,234554401;1;0;0;1;X;2;1;0.481137;0.284308;0.234554
820;14;CEARA/CE;CHAPECOENSE/SC;Domingo;1;0;0;0,471397538;0,304127444;0,224475018;0,471397538;0,304127444;0,224475018;1;0;0;1;X;2;1;0.471398;0.304127;0.224475
821;1;CORINTHIANS/SP;FLAMENGO/RJ;Sexta-feira;0;0;1;0,336658354;0,314214464;0,349127182;0,349127182;0,336658354;0,314214464;1;0;0;2;1;X;1;0.349127;0.336658;0.314214
821;2;SAO PAULO/SP;PALMEIRAS/SP;Sábado;0;0;1;0,361896839;0,313643927;0,324459235;0,361896839;0,324459235;0,313643927;0;1;0;1;2;X;2;0.361897;0.324459;0.313644
821;3;SPORT/PE;INTERNACIONAL/RS;Sexta-feira;1;0;0;0,2168607;0,288925179;0,494214121;0,494214121;0,288925179;0,2168607;0;0;1;2;X;1;3;0.494214;0.288925;0.216861
821;4;CHAPECOENSE/SC;ATLETICO/MG;Sábado;1;0;0;0,31372549;0,294117647;0,392156863;0,392156863;0,31372549;0,294117647;0;1;0;2;1;X;2;0.392157;0.313725;0.294118
821;5;GREMIO/RS;BAHIA/BA;Sábado;0;1;0;0,690872114;0,22371097;0,085416916;0,690872114;0,22371097;0,085416916;0;1;0;1;X;2;2;0.690872;0.223711;0.085417
821;6;SAO BENTO/SP;GUARANI/SP;Sexta-feira;1;0;0;0,32758765;0,324198812;0,348213539;0,348213539;0,32758765;0,324198812;0;1;0;2;1;X;2;0.348214;0.327588;0.324199
821;7;AVAI/SC;BOA ESPORTE/MG;Sexta-feira;1;0;0;0,598408936;0,276324126;0,125266937;0,598408936;0,276324126;0,125266937;1;0;0;1;X;2;1;0.598409;0.276324;0.125267
821;8;BRASIL/RS;FORTALEZA/CE;Sexta-feira;0;0;1;0,313643927;0,324459235;0,361896839;0,361896839;0,324459235;0,313643927;1;0;0;2;X;1;1;0.361897;0.324459;0.313644
821;9;CORITIBA/PR;JUVENTUDE/RS;Sexta-feira;1;0;0;0,471397538;0,304127444;0,224475018;0,471397538;0,304127444;0,224475018;1;0;0;1;X;2;1;0.471398;0.304127;0.224475
821;10;ATLETICO/GO;VILA NOVA/GO;Sábado;0;1;0;0,375039054;0,312428402;0,312532545;0,375039054;0,312532545;0,312428402;0;0;1;1;2;X;3;0.375039;0.312533;0.312428
821;11;PONTE PRETA/SP;CRB/AL;Sábado;1;0;0;0,542900532;0,287319666;0,169779803;0,542900532;0,287319666;0,169779803;1;0;0;1;X;2;1;0.542901;0.287320;0.169780
821;12;VITORIA/BA;SANTOS/SP;Sexta-feira;0;0;1;0,247811191;0,303768557;0,448420251;0,448420251;0,303768557;0,247811191;1;0;0;2;X;1;1;0.448420;0.303769;0.247811
821;13;ATHLETICO/PR;AMERICA/MG;Sábado;1;0;0;0,625;0,25;0,125;0,625;0,25;0,125;1;0;0;1;X;2;1;0.625000;0.250000;0.125000
821;14;MANCHESTER UNITED;NEW CASTLE;Sábado;1;0;0;0,675675676;0,216216216;0,108108108;0,675675676;0,216216216;0,108108108;1;0;0;1;X;2;1;0.675676;0.216216;0.108108
822;1;ATLETICO/MG;AMERICA/MG;Domingo;0;1;0;0,629213483;0,235955056;0,134831461;0,629213483;0,235955056;0,134831461;0;1;0;1;X;2;2;0.629213;0.235955;0.134831
822;2;FLAMENGO/RJ;FLUMINENSE/RJ;Sábado;1;0;0;0,536277603;0,276025237;0,187697161;0,536277603;0,276025237;0,187697161;1;0;0;1;X;2;1;0.536278;0.276025;0.187697
822;3;SANTOS/SP;CORINTHIANS/SP;Sábado;1;0;0;0,623376623;0,25974026;0,116883117;0,623376623;0,25974026;0,116883117;1;0;0;1;X;2;1;0.623377;0.259740;0.116883
822;4;INTERNACIONAL/RS;SAO PAULO/SP;Domingo;1;0;0;0,459909228;0,293192133;0,246898638;0,459909228;0,293192133;0,246898638;1;0;0;1;X;2;1;0.459909;0.293192;0.246899
822;5;PALMEIRAS/SP;GREMIO/RS;Domingo;1;0;0;0,490918899;0,286998741;0,222082359;0,490918899;0,286998741;0,222082359;1;0;0;1;X;2;1;0.490919;0.286999;0.222082
822;6;GUARANI/SP;AVAI/SC;Sábado;0;0;1;0,378818737;0,315682281;0,305498982;0,378818737;0,315682281;0,305498982;0;0;1;1;X;2;3;0.378819;0.315682;0.305499
822;7;OESTE/SP;FORTALEZA/CE;Sábado;0;1;0;0,289465649;0,313587786;0,396946565;0,396946565;0,313587786;0,289465649;0;1;0;2;X;1;2;0.396947;0.313588;0.289466
822;8;VILA NOVA/GO;BOA ESPORTE/MG;Sábado;1;0;0;0,591506572;0,26289181;0,145601618;0,591506572;0,26289181;0,145601618;1;0;0;1;X;2;1;0.591507;0.262892;0.145602
822;9;FIGUEIRENSE/SC;CORITIBA/PR;Sábado;0;1;0;0,427670477;0,30350808;0,268821443;0,427670477;0,30350808;0,268821443;0;1;0;1;X;2;2;0.427670;0.303508;0.268821
822;10;LONDRINA/PR;SAO BENTO/SP;Sábado;1;0;0;0,508233721;0,29382262;0,19794366;0,508233721;0,29382262;0,19794366;1;0;0;1;X;2;1;0.508234;0.293823;0.197944
822;11;BAHIA/BA;PARANA/PR;Sábado;1;0;0;0,691859524;0,209095323;0,099045153;0,691859524;0,209095323;0,099045153;1;0;0;1;X;2;1;0.691860;0.209095;0.099045
822;12;CHAPECOENSE/SC;VITORIA/BA;Domingo;0;0;1;0,494214121;0,288925179;0,2168607;0,494214121;0,288925179;0,2168607;0;0;1;1;X;2;3;0.494214;0.288925;0.216861
822;13;VASCO DA GAMA/RJ;CRUZEIRO/MG;Domingo;1;0;0;0,446511628;0,293023256;0,260465116;0,446511628;0,293023256;0,260465116;1;0;0;1;X;2;1;0.446512;0.293023;0.260465
822;14;ATHLETICO/PR;SPORT/PE;Domingo;1;0;0;0,672028776;0,217284131;0,110687093;0,672028776;0,217284131;0,110687093;1;0;0;1;X;2;1;0.672029;0.217284;0.110687
823;1;BOTAFOGO/RJ;BAHIA/BA;Sábado;0;0;1;0,458400183;0,292230117;0,2493697;0,458400183;0,292230117;0,2493697;0;0;1;1;X;2;3;0.458400;0.292230;0.249370
823;2;SAO PAULO/SP;ATHLETICO/PR;Sábado;0;1;0;0,458400183;0,292230117;0,2493697;0,458400183;0,292230117;0,2493697;0;1;0;1;X;2;2;0.458400;0.292230;0.249370
823;3;SPORT/PE;VASCO DA GAMA/RJ;Sábado;1;0;0;0,389704362;0,287781683;0,322513955;0,389704362;0,322513955;0,287781683;1;0;0;1;2;X;1;0.389704;0.322514;0.287782
823;4;AMERICA/MG;GREMIO/RS;Sábado;0;1;0;0,358535978;0,293551332;0,34791269;0,358535978;0,34791269;0,293551332;0;0;1;1;2;X;3;0.358536;0.347913;0.293551
823;5;FLUMINENSE/RJ;ATLETICO/MG;Domingo;1;0;0;0,383075335;0,293292054;0,323632611;0,383075335;0,323632611;0,293292054;1;0;0;1;2;X;1;0.383075;0.323633;0.293292
823;6;PALMEIRAS/SP;CEARA/CE;Domingo;1;0;0;0,691859524;0,209095323;0,099045153;0,691859524;0,209095323;0,099045153;1;0;0;1;X;2;1;0.691860;0.209095;0.099045
823;7;VITORIA/BA;CORINTHIANS/SP;Domingo;0;1;0;0,391411043;0,32392638;0,284662577;0,391411043;0,32392638;0,284662577;0;1;0;1;X;2;2;0.391411;0.323926;0.284663
823;8;CRUZEIRO/MG;CHAPECOENSE/SC;Domingo;1;0;0;0,596072038;0,259953639;0,143974323;0,596072038;0,259953639;0,143974323;1;0;0;1;X;2;1;0.596072;0.259954;0.143974
823;9;PARANA/PR;FLAMENGO/RJ;Domingo;0;0;1;0,116883117;0,233766234;0,649350649;0,649350649;0,233766234;0,116883117;1;0;0;2;X;1;1;0.649351;0.233766;0.116883
823;10;AVAI/SC;OESTE/SP;Sábado;0;1;0;0,549347153;0,286326395;0,164326453;0,549347153;0,286326395;0,164326453;0;1;0;1;X;2;2;0.549347;0.286326;0.164326
823;11;BOA ESPORTE/MG;GUARANI/SP;Sábado;1;0;0;0,294552322;0,328420707;0,377026972;0,377026972;0,328420707;0,294552322;0;0;1;2;X;1;3;0.377027;0.328421;0.294552
823;12;VILA NOVA/GO;JUVENTUDE/RS;Sábado;1;0;0;0,545274289;0,284203569;0,170522141;0,545274289;0,284203569;0,170522141;1;0;0;1;X;2;1;0.545274;0.284204;0.170522
823;13;FORTALEZA/CE;PAYSANDU/PA;Sábado;1;0;0;0,613873542;0,260896255;0,125230203;0,613873542;0,260896255;0,125230203;1;0;0;1;X;2;1;0.613874;0.260896;0.125230
823;14;SAMPAIO CORREA/MA;LONDRINA/PR;Sábado;0;0;1;0,416517056;0,323159785;0,26032316;0,416517056;0,323159785;0,26032316;0;0;1;1;X;2;3;0.416517;0.323160;0.260323
824;1;FLAMENGO/RJ;PALMEIRAS/SP;Sábado;0;1;0;0,534523907;0,24944449;0,216031602;0,534523907;0,24944449;0,216031602;0;1;0;1;X;2;2;0.534524;0.249444;0.216032
824;2;GOIAS/GO;AVAI/SC;Sexta-feira;0;0;1;0,426540284;0,312796209;0,260663507;0,426540284;0,312796209;0,260663507;0;0;1;1;X;2;3;0.426540;0.312796;0.260664
824;3;VASCO DA GAMA/RJ;INTERNACIONAL/RS;Sexta-feira;0;1;0;0,323632611;0,293292054;0,383075335;0,383075335;0,323632611;0,293292054;0;0;1;2;1;X;3;0.383075;0.323633;0.293292
824;4;CORINTHIANS/SP;BAHIA/BA;Sábado;1;0;0;0,507172131;0,28432377;0,208504098;0,507172131;0,28432377;0,208504098;1;0;0;1;X;2;1;0.507172;0.284324;0.208504
824;5;SANTOS/SP;FLUMINENSE/RJ;Sábado;1;0;0;0,676923077;0,236923077;0,086153846;0,676923077;0,236923077;0,086153846;1;0;0;1;X;2;1;0.676923;0.236923;0.086154
824;6;GREMIO/RS;SPORT/PE;Sábado;0;0;1;0,595120016;0,249156913;0,155723071;0,595120016;0,249156913;0,155723071;0;0;1;1;X;2;3;0.595120;0.249157;0.155723
824;7;ATHLETICO/PR;BOTAFOGO/RJ;Sábado;1;0;0;0,584415584;0,25974026;0,155844156;0,584415584;0,25974026;0,155844156;1;0;0;1;X;2;1;0.584416;0.259740;0.155844
824;8;CRUZEIRO/MG;PARANA/PR;Sábado;1;0;0;0,78125;0,15625;0,0625;0,78125;0,15625;0,0625;1;0;0;1;X;2;1;0.781250;0.156250;0.062500
824;9;JUVENTUDE/RS;SAMPAIO CORREA/MA;Sexta-feira;1;0;0;0,446511628;0,293023256;0,260465116;0,446511628;0,293023256;0,260465116;1;0;0;1;X;2;1;0.446512;0.293023;0.260465
824;10;FORTALEZA/CE;PONTE PRETA/SP;Sexta-feira;0;1;0;0,469801085;0,313200723;0,216998192;0,469801085;0,313200723;0,216998192;0;1;0;1;X;2;2;0.469801;0.313201;0.216998
824;11;LONDRINA/PR;VILA NOVA/GO;Sexta-feira;1;0;0;0,416517056;0,323159785;0,26032316;0,416517056;0,323159785;0,26032316;1;0;0;1;X;2;1;0.416517;0.323160;0.260323
824;12;FIGUEIRENSE/SC;CRICIUMA/SC;Sábado;1;0;0;0,434576859;0,320687751;0,244735389;0,434576859;0,320687751;0,244735389;1;0;0;1;X;2;1;0.434577;0.320688;0.244735
824;13;PAYSANDU/PA;CORITIBA/PR;Sábado;0;1;0;0,396946565;0,313587786;0,289465649;0,396946565;0,313587786;0,289465649;0;1;0;1;X;2;2;0.396947;0.313588;0.289466
824;14;VITORIA/BA;SAO PAULO/SP;Sexta-feira;0;0;1;0,313260466;0,30315529;0,383584244;0,383584244;0,313260466;0,30315529;1;0;0;2;1;X;1;0.383584;0.313260;0.303155
825;1;FLUMINENSE/RJ;VASCO DA GAMA/RJ;Sábado;0;0;1;0,29242373;0,306573265;0,401003005;0,401003005;0,306573265;0,29242373;1;0;0;2;X;1;1;0.401003;0.306573;0.292424
825;2;PALMEIRAS/SP;SANTOS/SP;Sábado;1;0;0;0,519641969;0,283441074;0,196916957;0,519641969;0,283441074;0,196916957;1;0;0;1;X;2;1;0.519642;0.283441;0.196917
825;3;SAO PAULO/SP;FLAMENGO/RJ;Domingo;0;1;0;0,350534539;0,305304276;0,344161184;0,350534539;0,344161184;0,305304276;0;0;1;1;2;X;3;0.350535;0.344161;0.305304
825;4;AVAI/SC;LONDRINA/PR;Sábado;0;1;0;0,54483188;0,267745953;0,187422167;0,54483188;0,267745953;0,187422167;0;1;0;1;X;2;2;0.544832;0.267746;0.187422
825;5;ATLETICO/GO;FORTALEZA/CE;Sábado;0;0;1;0,374739475;0,323051271;0,302209254;0,374739475;0,323051271;0,302209254;0;0;1;1;X;2;3;0.374739;0.323051;0.302209
825;6;CRB/AL;BOA ESPORTE/MG;Sábado;1;0;0;0,520156047;0,292587776;0,187256177;0,520156047;0,292587776;0,187256177;1;0;0;1;X;2;1;0.520156;0.292588;0.187256
825;7;CORITIBA/PR;GUARANI/SP;Sábado;0;0;1;0,408122236;0,323683152;0,268194612;0,408122236;0,323683152;0,268194612;0;0;1;1;X;2;3;0.408122;0.323683;0.268195
825;8;ATLETICO/MG;GREMIO/RS;Sábado;0;0;1;0,447154472;0,284552846;0,268292683;0,447154472;0,284552846;0,268292683;0;0;1;1;X;2;3;0.447154;0.284553;0.268293
825;9;AMERICA/MG;CRUZEIRO/MG;Domingo;0;0;1;0,268149424;0,293288433;0,438562143;0,438562143;0,293288433;0,268149424;1;0;0;2;X;1;1;0.438562;0.293288;0.268149
825;10;BOTAFOGO/RJ;CORINTHIANS/SP;Domingo;1;0;0;0,427670477;0,30350808;0,268821443;0,427670477;0,30350808;0,268821443;1;0;0;1;X;2;1;0.427670;0.303508;0.268821
825;11;PARANA/PR;VITORIA/BA;Domingo;0;1;0;0,260465116;0,293023256;0,446511628;0,446511628;0,293023256;0,260465116;0;1;0;2;X;1;2;0.446512;0.293023;0.260465
825;12;BAHIA/BA;CHAPECOENSE/SC;Domingo;1;0;0;0,54483188;0,267745953;0,187422167;0,54483188;0,267745953;0,187422167;1;0;0;1;X;2;1;0.544832;0.267746;0.187422
825;13;INTERNACIONAL/RS;ATHLETICO/PR;Domingo;1;0;0;0,605402049;0,250232847;0,144365104;0,605402049;0,250232847;0,144365104;1;0;0;1;X;2;1;0.605402;0.250233;0.144365
825;14;REAL SOCIEDAD;SEVILLA;Domingo;0;1;0;0,343859649;0,270175439;0,385964912;0,385964912;0,343859649;0,270175439;0;0;1;2;1;X;3;0.385965;0.343860;0.270175
826;1;CORINTHIANS/SP;SAO PAULO/SP;Sábado;0;1;0;0,374739475;0,302209254;0,323051271;0,374739475;0,323051271;0,302209254;0;0;1;1;2;X;3;0.374739;0.323051;0.302209
826;2;BOTAFOGO/RJ;FLAMENGO/RJ;Sábado;1;0;0;0,208955224;0,268656716;0,52238806;0,52238806;0,268656716;0,208955224;0;0;1;2;X;1;3;0.522388;0.268657;0.208955
826;3;VITORIA/BA;BAHIA/BA;Domingo;0;1;0;0,335867769;0,293884298;0,370247934;0,370247934;0,335867769;0,293884298;0;0;1;2;1;X;3;0.370248;0.335868;0.293884
826;4;AVAI/SC;FORTALEZA/CE;Sábado;0;0;1;0,543512809;0,259678342;0,196808849;0,543512809;0,259678342;0,196808849;0;0;1;1;X;2;3;0.543513;0.259678;0.196809
826;5;CSA/AL;ATLETICO/GO;Sábado;0;1;0;0,457697642;0,282940361;0,259361997;0,457697642;0,282940361;0,259361997;0;1;0;1;X;2;2;0.457698;0.282940;0.259362
826;6;OESTE/SP;LONDRINA/PR;Sábado;0;1;0;0,235232852;0,303526261;0,461240887;0,461240887;0,303526261;0,235232852;0;1;0;2;X;1;2;0.461241;0.303526;0.235233
826;7;SAMPAIO CORREA/MA;SAO BENTO/SP;Sábado;1;0;0;0,508233721;0,29382262;0,19794366;0,508233721;0,29382262;0,19794366;1;0;0;1;X;2;1;0.508234;0.293823;0.197944
826;8;GUARANI/SP;PAYSANDU/PA;Sábado;0;0;1;0,409309791;0,313804173;0,276886035;0,409309791;0,313804173;0,276886035;0;0;1;1;X;2;3;0.409310;0.313804;0.276886
826;9;ATHLETICO/PR;CRUZEIRO/MG;Sábado;1;0;0;0,472727273;0,290909091;0,236363636;0,472727273;0,290909091;0,236363636;1;0;0;1;X;2;1;0.472727;0.290909;0.236364
826;10;AMERICA/MG;PARANA/PR;Sábado;0;0;1;0,688073394;0,20795107;0,103975535;0,688073394;0,20795107;0,103975535;0;0;1;1;X;2;3;0.688073;0.207951;0.103976
826;11;ATLETICO/MG;PALMEIRAS/SP;Domingo;0;1;0;0,336872193;0,285830951;0,377296856;0,377296856;0,336872193;0,285830951;0;0;1;2;1;X;3;0.377297;0.336872;0.285831
826;12;CEARA/CE;INTERNACIONAL/RS;Domingo;0;1;0;0,342810054;0,29460239;0,362587557;0,362587557;0,342810054;0,29460239;0;0;1;2;1;X;3;0.362588;0.342810;0.294602
826;13;GREMIO/RS;VASCO DA GAMA/RJ;Domingo;1;0;0;0,67114094;0,234899329;0,093959732;0,67114094;0,234899329;0,093959732;1;0;0;1;X;2;1;0.671141;0.234899;0.093960
826;14;FLUMINENSE/RJ;SPORT/PE;Domingo;0;1;0;0,511449106;0,278288484;0,21026241;0,511449106;0,278288484;0,21026241;0;1;0;1;X;2;2;0.511449;0.278288;0.210262
827;1;BOTAFOGO/RJ;INTERNACIONAL/RS;Domingo;1;0;0;0,30315529;0,313260466;0,383584244;0,383584244;0,313260466;0,30315529;0;0;1;2;X;1;3;0.383584;0.313260;0.303155
827;2;PARANA/PR;PALMEIRAS/SP;Domingo;0;1;0;0,041110208;0,15758913;0,801300662;0,801300662;0,15758913;0,041110208;0;1;0;2;X;1;2;0.801301;0.157589;0.041110
827;3;SAO PAULO/SP;CRUZEIRO/MG;Domingo;1;0;0;0,508233721;0,29382262;0,19794366;0,508233721;0,29382262;0,19794366;1;0;0;1;X;2;1;0.508234;0.293823;0.197944
827;4;BRASIL/RS;GUARANI/SP;Sábado;0;1;0;0,437681387;0,302141344;0,260177269;0,437681387;0,302141344;0,260177269;0;1;0;1;X;2;2;0.437681;0.302141;0.260177
827;5;CSA/AL;AVAI/SC;Sábado;0;0;1;0,30315529;0,313260466;0,383584244;0,383584244;0,313260466;0,30315529;1;0;0;2;X;1;1;0.383584;0.313260;0.303155
827;6;SAMPAIO CORREA/MA;BOA ESPORTE/MG;Sábado;1;0;0;0,519641969;0,283441074;0,196916957;0,519641969;0,283441074;0,196916957;1;0;0;1;X;2;1;0.519642;0.283441;0.196917
827;7;VILA NOVA/GO;CRICIUMA/SC;Sábado;0;1;0;0,586535192;0,250255015;0,163209793;0,586535192;0,250255015;0,163209793;0;1;0;1;X;2;2;0.586535;0.250255;0.163210
827;8;OESTE/SP;GOIAS/GO;Sábado;0;0;1;0,271395528;0,296838859;0,431765613;0,431765613;0,296838859;0,271395528;1;0;0;2;X;1;1;0.431766;0.296839;0.271396
827;9;CORINTHIANS/SP;VASCO DA GAMA/RJ;Sábado;1;0;0;0,545274289;0,284203569;0,170522141;0,545274289;0,284203569;0,170522141;1;0;0;1;X;2;1;0.545274;0.284204;0.170522
827;10;VITORIA/BA;ATHLETICO/PR;Sábado;0;0;1;0,335553705;0,303080766;0,361365529;0,361365529;0,335553705;0,303080766;1;0;0;2;1;X;1;0.361366;0.335554;0.303081
827;11;ATLETICO/MG;BAHIA/BA;Sábado;1;0;0;0,551808706;0,260576334;0,18761496;0,551808706;0,260576334;0,18761496;1;0;0;1;X;2;1;0.551809;0.260576;0.187615
