Concurso;Jogo;Gols_Home;Mandante;Visitante;Gols_Away;Mando;[1];[x];[2];Odds 1;Odds X;Odds 2;Home_Last5_Home;Away_Last5_Away;P(1);P(X);P(2);Resultado;Form_Diff_Last5;Is_Home;Home_Fav;Market_Signal;Market_vs_Form;Prob_Gap;Market_Pmax;Market_Entropy;Odds_Ratio_1_2;Log_Odds_Ratio_1_2;Home_Prob_Gap
1207;1;0.0;BOTAFOGO/RJ;PALMEIRAS/SP;1.0;Mandante;0;0;1;3.0;3.0;2.62;0.0;0.0;0.3179611650485437;0.3179611650485437;0.3640776699029127;2;0.0;1;0;-1;-0.0;0.04611650485436897;0.3640776699029127;1.0965160852885067;1.1450381679389312;0.13543797089510412;0.04611650485436897
1207;2;1.0;REMO/PA;BOTAFOGO/SP;1.0;Mandante;0;1;0;1.75;3.4;5.0;0.0;0.0;0.5362776025236593;0.27602523659305994;0.18769716088328076;X;0.0;1;1;1;0.0;0.26025236593059936;0.5362776025236593;1.0034767918120566;0.35;-1.0498221244986778;0.26025236593059936
1207;3;1.0;CEARA/CE;BRAGANTINO/SP;0.0;Mandante;1;0;0;2.05;3.2;4.1;0.0;0.0;0.4671532846715329;0.29927007299270075;0.23357664233576644;1;0.0;1;1;1;0.0;0.16788321167883213;0.4671532846715329;1.056269094007053;0.5;-0.6931471805599453;0.16788321167883213
1207;4;2.0;FLUMINENSE/RJ;FORTALEZA/CE;1.0;Mandante;1;0;0;1.72;3.6;5.0;0.0;0.0;0.5489143693583801;0.2622590875823372;0.18882654305928276;1;0.0;1;1;1;0.0;0.28665528177604294;0.5489143693583801;0.9950192694043394;0.344;-1.0671136216087387;0.28665528177604294
1207;5;2.0;VITORIA/BA;JUVENTUDE/RS;2.0;Mandante;0;1;0;1.75;3.7;4.75;0.0;0.0;0.5430668211664735;0.25685592893008885;0.20007724990343764;X;0.0;1;1;1;0.0;0.2862108922363847;0.5430668211664735;1.002618218345731;0.3684210526315789;-0.9985288301111273;0.2862108922363847
1207;6;2.0;VILA NOVA/GO;GOIAS/GO;0.0;Mandante;1;0;0;2.8;2.75;2.87;0.0;0.0;0.3340245889497852;0.3400977632943268;0.325877647755888;1;0.0;1;1;0;0.0;0.0060731743445415765;0.3400977632943268;1.098459386193622;0.9756097560975608;-0.024692612590371636;0.0060731743445415765
1207;7;2.0;SPORT/PE;SAO PAULO/SP;2.0;Mandante;0;1;0;2.5;3.0;3.1;0.0;0.0;0.3788187372708758;0.3156822810590631;0.3054989816700611;X;0.0;1;1;1;0.0;0.06313645621181269;0.3788187372708758;1.0939694464348932;0.8064516129032258;-0.21511137961694557;0.06313645621181269
1207;8;1.0;ATHLETICO/PR;CUIABA/MT;1.0;Mandante;0;1;0;1.75;3.2;5.5;0.0;0.0;0.5361766945925361;0.2932216298552932;0.1706016755521706;X;0.0;1;1;1;0.0;0.24295506473724293;0.5361766945925361;0.9956225307753113;0.3181818181818182;-1.1451323043030026;0.24295506473724293
1207;9;1.0;CORINTHIANS/SP;BAHIA/BA;2.0;Mandante;0;0;1;2.45;3.2;3.1;0.0;0.0;0.39124433050680335;0.2995464405442714;0.3092092289489253;2;0.0;1;1;1;0.0;0.08203510155787808;0.39124433050680335;1.091182022055218;0.7903225806451614;-0.23531408693446484;0.08203510155787808
1207;10;0.0;SANTOS/SP;VASCO DA GAMA/RJ;6.0;Mandante;0;0;1;1.9;3.4;4.33;0.0;0.0;0.5005950559352579;0.2797442959638206;0.21966064810092148;2;0.0;1;1;1;0.0;0.22085075997143727;0.5005950559352579;1.0356844848410294;0.4387990762124711;-0.8237136558420037;0.22085075997143727
1207;11;2.0;CHAPECOENSE/SC;PAYSANDU/PA;0.0;Mandante;1;0;0;1.95;3.1;4.33;0.0;0.0;0.4809128853698296;0.3025097182165057;0.21657739641366458;1;0.0;1;1;1;0.0;0.17840316715332394;0.4809128853698296;1.0450764511552901;0.4503464203233256;-0.7977381694387431;0.17840316715332394
1207;12;1.0;ATLETICO/MG;GREMIO/RS;3.0;Mandante;0;0;1;1.72;3.6;5.0;0.0;0.0;0.5489143693583801;0.2622590875823372;0.18882654305928276;2;0.0;1;1;1;0.0;0.28665528177604294;0.5489143693583801;0.9950192694043394;0.344;-1.0671136216087387;0.28665528177604294
1207;13;1.0;ATLETICO/GO;FERROVIARIA/SP;3.0;Mandante;0;0;1;1.7;3.5;5.25;0.0;0.0;0.5526315789473685;0.26842105263157895;0.17894736842105263;2;0.0;1;1;1;0.0;0.2842105263157895;0.5526315789473685;0.9886809044108544;0.3238095238095238;-1.127599825541362;0.2842105263157895
1207;14;1.0;INTERNACIONAL/RS;FLAMENGO/RJ;3.0;Mandante;0;0;1;3.4;3.1;2.3;0.0;0.0;0.27971753628874063;0.3067869752844252;0.41349548842683403;2;0.0;1;0;-1;-0.0;0.10670851314240881;0.41349548842683403;1.084014597261716;1.4782608695652175;0.3908663086870118;0.10670851314240881
1206;1;2.0;FLAMENGO/RJ;MIRASSOL/SP;1.0;Mandante;1;0;0;1.3;5.0;11.0;0.0;0.0;0.7255936675461742;0.18865435356200533;0.0857519788918206;1;0.0;1;1;1;0.0;0.5369393139841688;0.7255936675461742;0.7580224256226259;0.11818181818181818;-2.1355310083308794;0.5369393139841688
1206;2;0.0;AMERICA/MG;REMO/PA;1.0;Mandante;0;0;1;1.75;3.5;5.0;0.0;0.0;0.5405405405405405;0.27027027027027023;0.1891891891891892;2;0.0;1;1;1;0.0;0.27027027027027023;0.5405405405405405;1.0011377114440225;0.35;-1.0498221244986778;0.27027027027027023
1206;3;2.0;SAO PAULO/SP;VITORIA/BA;0.0;Mandante;1;0;0;1.61;3.6;6.5;0.0;0.0;0.5900002521368598;0.26386122387231786;0.14613852399082222;1;0.0;1;1;1;0.0;0.32613902826454194;0.5900002521368598;0.9439076009178327;0.2476923076923077;-1.3955679979052198;0.32613902826454194
1206;4;2.0;GOIAS/GO;OPERARIO/PR;1.0;Mandante;1;0;0;1.66;3.25;6.25;0.0;0.0;0.562946026467124;0.2875355089032079;0.1495184646296681;1;0.0;1;1;1;0.0;0.2754105175639161;0.562946026467124;0.9659748071609291;0.2656;-1.3257638613798584;0.2754105175639161
1206;5;1.0;BRAGANTINO/SP;INTERNACIONAL/RS;3.0;Mandante;0;0;1;2.3;3.2;3.25;0.0;0.0;0.41212601545472566;0.29621557360808404;0.2916584109371904;2;0.0;1;1;1;0.0;0.11591044184664162;0.41212601545472566;1.085088536376411;0.7076923076923076;-0.3457458734065422;0.11591044184664162
